model,,experiments,,error,
X,Y,X,Y,X,Y
400,0.003683234523015333,400.5952370077373,0.0036868885255185724,400.0010962007509,0
424.9999543249687,0.0038367026281411754,424.9999543249687,0.0038367026281411754,424.9999543249687,0.0038367026281411754
450.00100485068833,0.00030693621025124074,449.9999086499374,0.003990170733266574,449.9999086499374,0.003990170733266574
474.99986297490614,0.004143638838392416,500.5950543076122,0.004300760946021054,499.99981729987485,0.004297106943517814
499.99981729987485,0.004297106943517814,549.9997259498123,0.004604043153769499,550.5949629575496,0.004607697156272295
524.9997716248436,0.004450575048643657,574.999680274781,0.0047575112588948976,574.4055394677946,0.0010706227333767693
550.5949629575496,0.004607697156272295,629.7571001836136,0.019826617581233386,630.352337191351,0.01983027158373618
575.5949172825183,0.004761165261398137,660.1108989759658,0.031062675277932605,660.1108989759658,0.031062675277932605
599.9985383989988,0.008594213887036517,689.8694607605808,0.04229507897212903,689.8705569613317,0.03861184444911325
624.9941079209639,0.02348062008422458,719.6302149466973,0.046161013620294344,720.2254519544347,0.046164667622797584
649.9831002384237,0.06046643341950686,764.856169326476,0.08695429756369366,764.856169326476,0.08695429756369366
674.9567457453709,0.14901753007700824,799.8611479048864,0.4702262741049976,799.8600517041355,0.4739095086280134
699.9062748357983,0.3185997862408536,834.8727036878021,0.8313988435082078,834.8595492787913,0.8755976577843956
724.8481305209693,0.5139646840658085,874.5814796883136,1.409911481789365,875.1558888817839,1.4798965917291653
749.8042368159023,0.6614475330915601,909.6248252930055,1.6642702500251214,909.5996126757349,1.7489846440544814
799.7317962162805,0.9048479478208442,974.4968895303693,1.6941344124820727,974.4727731138496,1.775165571988417
859.7586531346775,1.214608702006961,1000.0909846623246,1.697974769112717,1000.0668682458048,1.7790059286190614
914.5094958390048,1.2517772154673927,,,,
965.0980642921742,1.274187212818241,,,,
999.6130411349333,1.3038650211475395,,,,
